district,api,ofcu_well_priority,operator_name,operator_no,lease_name,lease_no,well_no,bonded_depth,field_name,county,sfp_code,ice_inspection_date,ice_inspection_id,sb639_enf,sb639_r15,months_delinquent
10,34130019,3,PETRO HALEY,660062,SNEED,03633,4,3600,PANHANDLE MOORE COUNTY FIELD,MOORE,272381,2020-08-31,678235,Enf,Rule 15,54
10,34130018,3,PETRO HALEY,660062,SNEED,03633,3,3625,PANHANDLE MOORE COUNTY FIELD,MOORE,272381,2021-01-07,728948,Enf,Rule 15,54
09,48586193,2,FULLSPIKE ENERGY LLC,289935,NORBA-DALE-LEWIS,05756,11,,WICHITA COUNTY REGULAR,WICHITA,273360,2020-07-28,663334,Enf,Rule 15,16
04,47930895,4,"CONTINENTAL EXPLORATION, L.L.C.",173649,"MULLER, A. F. GAS UNIT",064642,1,6800,LAKE CASA BLANCA (LOBO),WEBB,,2020-10-06,695119,Enf,Rule 15,49
7B,13331099,4,"TEXOKAN OPERATING, INC.",850446,"MEAZELL, CASEY """"A""""",103937,1,4016,LAKE LEON (DUFFER),EASTLAND,,2020-04-14,614550,Enf,Rule 15,50
03,31330806,3,"REDWOOD ENERGY PRODUCTION, L.P.",697134,WILSON,227031,1,12300,MADISONVILLE (RODESSA),MADISON,272441,2020-09-03,681076,Enf,Rule 15,23
8A,21937328,3,"SALT CREEK PRODUCTION, INC.",744277,WHITE WALKER,70252,1,10131,SPADE FARMS (STRAWN),HOCKLEY,,2020-09-17,687082,Enf,Rule 15,33
03,31330777,3,"REDWOOD ENERGY PRODUCTION, L.P.",697134,MADISONVILLE DISPOSAL,192606,1D,5237,MADISONVILLE (WILCOX H2S DISP),MADISON,272443,2020-09-03,681078,Enf,Rule 15,23
03,31330808,3,"REDWOOD ENERGY PRODUCTION, L.P.",697134,MITCHELL UNIT,225940,1,12312,MADISONVILLE (RODESSA),MADISON,272445,2020-09-03,681074,Enf,Rule 15,23
05,34930989,3,"STACHA, EDDY A.",810868,STACHA,02072,4,1080,CORSICANA (SHALLOW),NAVARRO,272658,2020-08-25,676786,Enf,Rule 15,91
09,48537173,2H,FULLSPIKE ENERGY LLC,289935,NORBA-DALE-LEWIS,05756,28,1941,WICHITA COUNTY REGULAR,WICHITA,273360,2021-03-10,751128,Enf,Rule 15,16
09,07734805,2,FULLSPIKE ENERGY LLC,289935,PATRICK M,29732,3,1122,CLAY COUNTY REGULAR,CLAY,273362,2020-08-06,667107,Enf,Rule 15,16
09,07734840,2,FULLSPIKE ENERGY LLC,289935,PATRICK M,29732,4,1204,CLAY COUNTY REGULAR,CLAY,273362,2020-08-07,667298,Enf,Rule 15,16
09,07780713,2H,FULLSPIKE ENERGY LLC,289935,PATRICK -C-,01597,2,1330,CLAY COUNTY REGULAR,CLAY,273363,2020-08-04,666639,Enf,Rule 15,16
09,07734674,2H,FULLSPIKE ENERGY LLC,289935,PATRICK -C-,01597,11,1338,CLAY COUNTY REGULAR,CLAY,273363,2020-08-06,667108,Enf,Rule 15,16
09,07720057,2H,FULLSPIKE ENERGY LLC,289935,PATRICK -C-,01597,4,1281,CLAY COUNTY REGULAR,CLAY,273363,2020-08-05,666638,Enf,Rule 15,16
04,50533180,4,"FRAN INVESTMENTS, INC.",282790,"SALINAS, OCTAVIO GAS UNIT",151289,4,8420,LA PERLA (LOBO CONS.),ZAPATA,,2020-10-26,703808,,Rule 15,66
08,47500809,4,RAIDER OIL & GAS COMPANY,688474,MONROE -A-,12909,1,2900,SPENCER,WARD,,2020-09-14,685314,,Rule 15,88
08,38900276,3,JRC PETROLEUM,447978,NORCOP-STATE,12244,3,3360,KEN REGAN (DELAWARE),REEVES,272337,2020-12-03,717553,Enf,,69
08,38931905,1,LINOP CORPORATION,501665,MEEKER HILL -D-,32478,7,3556,KEN REGAN (DELAWARE),REEVES,272339,2020-12-15,722137,Enf,,246
08,38900244,2,LICON OIL CO.,500376,AYLESWORTH,00353,1,3956,AYLESWORTH,REEVES,272357,2020-11-24,715548,Enf,,227
08,38901102,3,LICON OIL CO.,500376,AYLESWORTH,00353,2,3942,AYLESWORTH,REEVES,272357,2020-11-24,715554,Enf,,227
05,14530545,2,MOMENTUM PRODUCTION CORP.,574329,ALFORD,02750,1,3500,ALTO SPRINGS (AUSTIN CHALK),FALLS,272437,2021-01-21,734115,Enf,,118
05,14530777,3,MOMENTUM PRODUCTION CORP.,574329,ELONA ALFORD UNIT,03779,2,611,WILDCAT,FALLS,272438,2019-06-20,487694,Enf,,118
05,14530787,2,MOMENTUM PRODUCTION CORP.,574329,S.B. VINZANT UNIT,03828,1,3850,ALTO SPRINGS (AUSTIN CHALK),FALLS,272439,2021-01-21,734114,Enf,,118
05,14530790,2H,MOMENTUM PRODUCTION CORP.,574329,PPC BASSETT,03840,1,4054,ALTO SPRINGS (AUSTIN CHALK),FALLS,272440,2020-12-11,720485,Enf,,118
7B,36335425,2,"QUEST-TEX ENERGY OP II, LLC",684645,LAVERNE HARRIS -E-,214152,9,2931,J. V. T. (STRAWN 2400),PALO PINTO,272382,2021-03-04,750559,Enf,,47
01,50730918,3,"G/O INTERNATIONAL, INC.",292230,PRYOR RANCH -A-,081136,1,1497,SERBA (ESCONDIDO),ZAVALA,,2016-12-09,166412,Enf,,385
01,50730964,3,"G/O INTERNATIONAL, INC.",292230,PRYOR RANCH -B-,081140,1,908,SERBA (ESCONDIDO),ZAVALA,,2016-12-09,166409,Enf,,385
01,50731004,2H,"G/O INTERNATIONAL, INC.",292230,PRYOR RANCH -A-,081139,4,1116,SERBA (ESCONDIDO),ZAVALA,,2016-12-09,165851,Enf,,385
02,39130077,2,"DOLPHIN PETROLEUM, LP",222226,"OCONNOR, MARY ELLEN",079074,32,5821,MARY ELLEN OCONNOR (D-1),REFUGIO,,2019-12-03,555319,Enf,Rule 15,48
02,39130564,2H,"DOLPHIN PETROLEUM, LP",222226,"O'CONNER, MARY ELLEN",06698,40,6400,MARY ELLEN OCONNOR (FQ-30),REFUGIO,,2020-05-04,624195,Enf,Rule 15,48
7B,44736140,4,"ASHTOLA EXPLORATION COMPANY,INC.",035060,"COKER """"1688"""" UNIT",29483,3,4556,MARSHALL (MISSISSIPPI),THROCKMORTON,,2020-10-29,705375,Enf,,51
7B,44734817,4,"ASHTOLA EXPLORATION COMPANY,INC.",035060,NASH,12427,4,4536,THROCKMORTON COUNTY REGULAR,THROCKMORTON,,2020-01-29,577703,Enf,,51
7B,44730720,4,"ASHTOLA EXPLORATION COMPANY,INC.",035060,NASH,12427,1,4536,THROCKMORTON COUNTY REGULAR,THROCKMORTON,,2020-01-29,577703,Enf,,51
08,37110450,3,"BUSTOS, MARTIN OIL",112687,TIPPETT,19533,1,1273,TOBORG,PECOS,,2020-12-16,722609,Enf,,76
06,34731962,3,"WEATHERLY OIL & GAS, LLC",902815,"RAMBIN GAS UNIT """"B""""",213232,2,11000,NACONICHE CREEK (ROD.-TP CONS.),NACOGDOCHES,,2021-03-29,758366,Enf,,21
01,05501597,2,"AUSTIN OPERATING, LLC.",037252,KOEHLER,01144,3,2225,LULING-BRANYON,CALDWELL,275356,2021-02-12,743642,Enf,,259
01,50730435,,"CIBOLO ENERGY OPERATING, INC.",153393,"EARNEST, W. A.",05073,291,7160,PEARSALL (AUSTIN CHALK),ZAVALA,,,,Enf,Rule 15,12
01,50730913,,"CIBOLO ENERGY OPERATING, INC.",153393,"EARNEST, W. A.",05073,294,6880,PEARSALL (AUSTIN CHALK),ZAVALA,,,,Enf,Rule 15,12
01,50730437,,"CIBOLO ENERGY OPERATING, INC.",153393,"EARNEST, W. A.",05073,282,7200,PEARSALL (AUSTIN CHALK),ZAVALA,,,,Enf,Rule 15,12
01,50730491,,"CIBOLO ENERGY OPERATING, INC.",153393,"EARNEST, W. A.",05073,292,6375,PEARSALL (AUSTIN CHALK),ZAVALA,,,,Enf,Rule 15,12
02,28530672,3,"SOUTHERN OIL & GAS CO, LTD.",804350,"MOLNOSKEY, VICTOR",072663,1,1411,MOULTON (JACKSON),LAVACA,,2020-11-30,716338,,,391
02,28531186,3,"SOUTHERN OIL & GAS CO, LTD.",804350,"HEIMER, LOIS",075224,1,1608,MOULTON (JACKSON),LAVACA,,2020-12-14,721913,,,391
02,28531180,3,"SOUTHERN OIL & GAS CO, LTD.",804350,"SUSTR, JIM J. UNIT",075225,1,1602,MOULTON (JACKSON),LAVACA,,2020-12-14,721914,,,391
08,37110843,3,"DIAMOND M OIL CO., INC.",216899,HAIL,20432,1,3053,WELFELT (CLEAR FORK 3020),PECOS,,2020-12-10,720175,,,264
03,07130204,,"SAND HAWK, LLC",747071,WHITE HEIRS,273208,1U,7830,WHITES BAYOU (F-12),CHAMBERS,,2021-03-02,748137,,,31
01,49180071,,JMR RESOURCES LLC,433132,"FUCHS, FRITZ -B-",01737,5,1000,THRALL,WILLIAMSON,,2020-11-13,710755,,,78
01,32531624,,"CVS PRODUCTION, LLC.",195796,"BAILEY, JAMES & REGINA",07061,11,925,TAYLOR-INA,MEDINA,,2020-11-17,713674,,,32
08,33532029,,NORTHERN PACIFIC OIL INCORPORATD,614521,"PHELAN, BONITA",26879,1,3320,TURNER-GREGORY (CLEAR FORK),MITCHELL,,,,,,500
09,00930861,,ECAPA ENERGY COMPANY,239980,"FERGUSON """"C""""",13389,9A,1800,ARCHER COUNTY REGULAR,ARCHER,,,,,,20
09,00930985,,ECAPA ENERGY COMPANY,239980,"FERGUSON """"C""""",13389,12A,1806,ARCHER COUNTY REGULAR,ARCHER,,,,,,20
8A,11532197,3,"CROSSFOOT OPERATING, LLC",190674,BOYER KEE,70087,1W,12329,WELCH,DAWSON,,2021-02-18,744248,,Rule 15,53
03,16730738,,GALVESTON BAY OPERATING CO LLC,293375,"KING, CRESTON",12780,5,5750,GREENS LAKE (3300),GALVESTON,,,,,Rule 15,12
03,16730741,,GALVESTON BAY OPERATING CO LLC,293375,"KING, CRESTON",15952,6,7100,GREENS LAKE (5360),GALVESTON,,,,,Rule 15,12
09,00930946,,ECAPA ENERGY COMPANY,239980,"FERGUSON """"C""""",13389,10A,1774,ARCHER COUNTY REGULAR,ARCHER,,,,,,20
09,00931191,,ECAPA ENERGY COMPANY,239980,"FERGUSON """"C""""",13389,13A,1800,ARCHER COUNTY REGULAR,ARCHER,,,,,,20
09,00930944,,ECAPA ENERGY COMPANY,239980,"FERGUSON """"C""""",13389,11A,1776,ARCHER COUNTY REGULAR,ARCHER,,,,,,20
01,18703426,,B.O. OIL COMPANY,040830,"TURNER, JESSE, JR., ETAL",00515,2,2390,DUNLAP,GUADALUPE,,,,,,16
01,33132009,,RUBAC TECHNICAL SERVICES,732293,"RIDDLE, GEORGE -A-",09310,44,360,MINERVA-ROCKDALE,MILAM,,,,,,12
7B,36330904,4,MINGUS OIL & GAS,569683,WILBAR,067577,2,3600,WILBAR (1600),PALO PINTO,,2020-10-25,703460,Enf,Rule 15,41
7B,44734788,4,"AURORA OPERATING, LLC",036924,"SWENSON RANCH EAST """"B""""",32018,1851RE,4366,NORTH ELM CREEK (STRAWN),THROCKMORTON,,2020-11-19,712744,Enf,,50
06,41930348,2,"MAYO, EDDIE",536900,"DEAN, C. W. GAS UNIT",095992,1,8000,NORTH TIMPSON (TRAVIS PEAK),SHELBY,,2020-11-12,710249,Enf,,116
08,47532252,3,"RADIUS OPERATING, LLC",687835,"JOHNSON """"B""""",27296,2,2317,PAYTON,WARD,,2020-12-17,723566,Enf,Rule 15,73
08,47532563,3,"RADIUS OPERATING, LLC",687835,"JOHNSON """"B""""",27296,1W,2230,PAYTON,WARD,,2020-12-17,723566,Enf,Rule 15,73
01,02938125,2H,"BLACK JACK SERVICES, L.L.C.",072704,BARNES,13757,1H,1750,WILDCAT,BEXAR,235528,2019-12-12,560464,Enf,Rule 15,73
7B,41730008,4,"ATWELL TECHNICAL SERVICES, INC.",036634,"TRICE, W. G., MRS.",045333,2U,4570,ONETA (MARBLE FALLS),SHACKELFORD,,2020-10-26,703683,Enf,,26
02,23902942,4,PHERE OPERATING INC,661598,"TONEY, T. E.",07183,3,7405,WEST RANCH (TONEY),JACKSON,,2019-01-04,425788,Enf,,57
04,27300866,2,"MISSION RIVER SYSTEMS, INC.",570411,BECKMAN,196836,1,12518,MAY (MASSIVE 3),KLEBERG,220756,2021-03-03,748466,Enf,,98
01,49332472,2H,"ALCOR ENERGY, INC.",011260,BIRD-LORENZ UNIT,14210,4,5045,NIXON,WILSON,220977,2020-05-22,634002,Enf,,122
04,04731700,2,"ATASCA RESOURCES, INC.",035643,FLACK GAS UNIT,159571,2,11300,W. E. COLSON (VX. PIONEER SD.),BROOKS,223696,2020-10-28,704759,Enf,,136
01,31131814,2H,"TRACKER OIL & GAS, INC.",864035,SO. TEXAS SYNDICATE -A-,08894,103,5548,BIG MULE (5500 SAND),MCMULLEN,223779,2020-03-19,601192,Enf,,240
03,48133132,2H,"LAKEHILLS PRODUCTION, INC.",483440,CITY OF EL CAMPO UNIT,127746,1,11479,CITY OF EL CAMPO (YEGUA),WHARTON,223978,2021-01-19,732868,Enf,,98
7C,46131856,3,"BUSTOS, MARTIN OIL",112687,BALLENGER,09501,1,3052,SHIRK (GRAYBURG),UPTON,235362,2020-12-04,717484,Enf,,76
7C,10501997,2,"BUSTOS, MARTIN OIL",112687,NOELKE -J-,01068,2,1135,NOELKE,CROCKETT,235858,2020-12-02,715937,Enf,,76
7C,10500029,3,"BUSTOS, MARTIN OIL",112687,NOELKE -J-,01068,3,1628,NOELKE,CROCKETT,235858,2020-12-02,715938,Enf,,76
09,00982908,2,K-T PRODUCTION,448531,TRIBUNE,00739,4,4946,ARCHER COUNTY REGULAR,ARCHER,238836,2021-03-16,753473,Enf,,13
09,00905241,2H,K-T PRODUCTION,448531,TRIBUNE,00739,5,1632,ARCHER COUNTY REGULAR,ARCHER,238836,2021-03-16,753473,Enf,,13
09,00982907,2,K-T PRODUCTION,448531,TRIBUNE,00739,3,4946,ARCHER COUNTY REGULAR,ARCHER,238836,2021-03-16,753473,Enf,,13
7B,05980239,4,K & W VANPELT COMPANY,448748,"CROCKETT, J. E.",00322,20,555,CALLAHAN COUNTY REGULAR,CALLAHAN,,2020-11-19,712781,Enf,Rule 15,21
08,37102703,3,"MOLDER, TOM",574060,BYRNE-STATE,04733,3,1400,PECOS VALLEY (HIGH GRAVITY),PECOS,247117,2020-11-20,713471,Enf,Rule 15,57
08,37103441,3,"MOLDER, TOM",574060,BYRNE-STATE,04733,1,1375,PECOS VALLEY (HIGH GRAVITY),PECOS,247117,2020-11-20,713471,Enf,Rule 15,57
08,37106608,3,"MOLDER, TOM",574060,MALICKY ESTATE,04064,3,1805,MALICKY (QUEEN SAND),PECOS,247158,2020-11-20,713470,Enf,Rule 15,57
08,37180277,3,"MOLDER, TOM",574060,MALICKY ESTATE,04064,1,1805,MALICKY (QUEEN SAND),PECOS,247158,2020-11-20,713470,Enf,Rule 15,57
08,37106890,3,"MOLDER, TOM",574060,IOWA REALTY TRUST,04716,6,1800,PECOS VALLEY (HIGH GRAVITY),PECOS,247218,2021-02-04,740367,Enf,Rule 15,57
08,37180378,3,"MOLDER, TOM",574060,IOWA REALTY TRUST,04716,16,1800,PECOS VALLEY (HIGH GRAVITY),PECOS,247218,2021-02-03,739719,Enf,Rule 15,57
7B,41731285,2H,"ROCOSO RESOURCES, LLC",723569,MATTHEWS 33 & 34,12574,1M,5088,ALBANY (CADDO),SHACKELFORD,276399,2021-03-11,753344,Enf,Rule 15,41
04,24932093,3,"OMEGA ENERGY, LLC",622657,LA GLORIA OIL UNIT,11563,1,7150,LA GLORIA (ATLEE -D- ZONE),JIM WELLS,254396,2020-05-12,627846,Enf,Rule 15,83
06,20301206,3,"CIRCLE RIDGE PRODUCTION, INC.",153970,"ABNEY, C.M. """"H""""",150804,8,2415,WASKOM (BLOSSOM),HARRISON,276662,2016-11-01,154581,Enf,Rule 15,14
06,20301207,3,"CIRCLE RIDGE PRODUCTION, INC.",153970,"ABNEY, C. M. """"H""""",150807,9,2421,WASKOM (BLOSSOM),HARRISON,276663,2016-11-01,154583,Enf,Rule 15,14
06,20301245,3,"CIRCLE RIDGE PRODUCTION, INC.",153970,"SPEIGHTS, M.L. """"G""""",151247,3,2436,WASKOM (BLOSSOM),HARRISON,276664,2016-11-01,154688,Enf,Rule 15,14
06,20301208,3,"CIRCLE RIDGE PRODUCTION, INC.",153970,"SPEIGHTS, M. L. """"G""""",151252,6,2414,WASKOM (BLOSSOM),HARRISON,276665,2016-10-26,153655,Enf,Rule 15,14
06,20301181,3,"CIRCLE RIDGE PRODUCTION, INC.",153970,"DUDLEY, CHAS A. """"G""""",152164,1,2450,WASKOM (BLOSSOM),HARRISON,276668,2019-12-05,557098,Enf,Rule 15,14
06,20301116,2H,"CIRCLE RIDGE PRODUCTION, INC.",153970,"SPEIGHTS, M.L. """"G""""",163706,5,2428,WASKOM (BLOSSOM),HARRISON,276669,2018-05-22,343857,Enf,Rule 15,14
06,20332445,3,"CIRCLE RIDGE PRODUCTION, INC.",153970,"ABNEY, C. M.",164244,2,1922,WASKOM (BLOSSOM),HARRISON,276670,2019-05-09,472327,Enf,Rule 15,14
06,20332444,2,"CIRCLE RIDGE PRODUCTION, INC.",153970,"ABNEY, C. M.",164245,3,1906,WASKOM (BLOSSOM),HARRISON,276671,2019-05-09,472356,Enf,Rule 15,14
06,20332615,4,"CIRCLE RIDGE PRODUCTION, INC.",153970,"ABNEY, C. M.",184970,5,1896,WASKOM (BLOSSOM),HARRISON,276674,2016-11-15,159209,Enf,Rule 15,14
01,18703048,3,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,8,2395,DARST CREEK (BUDA),GUADALUPE,,2020-09-22,688554,,Rule 15,29
01,18730271,4,ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -B-",03129,9B,2530,DARST CREEK (BUDA),GUADALUPE,,2020-06-04,638784,,Rule 15,29
01,18703050,3,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,9,2395,DARST CREEK (BUDA),GUADALUPE,,2020-09-22,688554,,Rule 15,29
02,46902659,3,"S.& D. OIL & GAS COMPANY, INC.",740685,"WEST, AGNES",01204,2,6018,PLACEDO,VICTORIA,,2020-12-15,721919,Enf,,388
02,46902657,2H,"S.& D. OIL & GAS COMPANY, INC.",740685,"WEST, AGNES",01204,1,6034,PLACEDO,VICTORIA,,2020-12-15,721915,Enf,,388
8A,11533080,2H,"ATX OPERATING COMPANY, INC.",036741,CONUNDRUM 34,68505,1,9370,JO-MILL (SPRABERRY),DAWSON,248077,2021-02-22,744807,Enf,,44
01,12732689,3,"TEXOWA, LLC",850822,TUMLINSON-COFFIELD UNIT #1,10606,1,4800,BLAKEWAY (DIXON SAND),DIMMIT,251776,2021-03-15,752761,Enf,,53
08,37110262,2H,"BUSTOS, MARTIN OIL",112687,HILL & HILL,17448,3,2114,MALICKY (QUEEN SAND),PECOS,251836,2020-11-12,710282,Enf,,76
08,37110168,2H,"BUSTOS, MARTIN OIL",112687,HILL & HILL,17448,1,2114,MALICKY (QUEEN SAND),PECOS,251836,2020-12-07,718804,Enf,,76
7B,20732362,4,LOW-END OIL LLC,510360,"MASTERSON, BILL",27985,2,5075,HLM (CADDO),HASKELL,,2020-11-09,709116,Enf,,57
03,24502574,2,CORE E & P CORP.,178381,"KOCH,T.F.NCT-1",056640,2,7782,STOWELL (CRAWFORD U-1),JEFFERSON,15830,2020-12-01,716383,Enf,,226
06,36530307,4,TRICO OIL & GAS INC.,869186,"DOUGLAS, E., ET AL",05978,1,2481,PANOLA,PANOLA,16104,2020-08-31,678527,Enf,,265
03,24501023,2H,ISLAND EXPLORATION,426963,"QUINN, B. E.",03978,1,5502,SPINDLETOP,JEFFERSON,16972,2019-04-05,459881,Enf,,230
7B,20732350,4,LOW-END OIL LLC,510360,"REAMES, GRACE",28046,2,5100,HLM (CADDO),HASKELL,,2020-11-09,708822,Enf,,57
03,37300365,2H,WILSON OIL COMPANY,930194,"KIMES, MARY",02757,1,4335,LIVINGSTON,POLK,17408,2020-12-21,724639,Enf,,234
04,47932031,2H,DAKOTA OIL COMPANY,197406,"FLORES, DANIEL",083467,1,9500,SCHWARZ (8700),WEBB,214616,2020-10-27,704301,Enf,Rule 15,81
04,47932005,3,DAKOTA OIL COMPANY,197406,"FLORES, DANIEL",084021,2,9278,SCHWARZ (8700-A),WEBB,214736,2020-10-27,704299,Enf,Rule 15,81
7B,41781545,3,MESQUITE LAND & MINERALS CO.,561921,"BERNSTEIN, B.",03532,10,1069,SHACKELFORD COUNTY REGULAR,SHACKELFORD,272224,2021-03-17,754239,Enf,Rule 15,38
7B,41735404,2,MESQUITE LAND & MINERALS CO.,561921,"BERNSTEIN, B.",03532,15,464,SHACKELFORD COUNTY REGULAR,SHACKELFORD,272224,2021-03-18,754561,Enf,Rule 15,38
09,00940185,3,NHRG INC,598344,"CAMPBELL, R., EST. UNIT NO. 1",11551,53,1003,ARCHER COUNTY REGULAR,ARCHER,275917,2021-01-07,728804,Enf,Rule 15,12
09,00942309,2,NHRG INC,598344,"CAMPBELL, R., EST. UNIT NO. 1",11551,6,1101,ARCHER COUNTY REGULAR,ARCHER,275917,2021-01-08,729553,Enf,Rule 15,12
03,20180930,2H,TEXCOLADA OIL CO.,848475,"WELLES, W. T. EST. ETAL",02394,1,2339,HUMBLE,HARRIS,211176,2021-03-09,750972,Enf,,427
03,32100292,2H,PACE OIL AND GAS COMPANY,631730,"SISK, R. J. ET AL 10 ACRE",065718,5,3565,MARKHAM (FRIO),MATAGORDA,217456,2020-12-10,720146,Enf,,208
01,31131825,4,LA RONYA OIL & GAS,487108,"BUCHANAN, E. A.",105666,3,1850,DOUGLAS (FRIO 1560),MCMULLEN,,2020-08-03,664671,,,96
04,50532411,3,S M K ENERGY CORPORATION,740742,"MARCELA DE LOS SANTOS """"A""""",128019,1,14200,PRONTO (LOBO),ZAPATA,16344,2019-05-20,475858,,,262
02,39180118,3,JETGAS COMPANY,432113,"REA, W. L.",030933,1,2105,REFUGIO OLD (1750),REFUGIO,16887,2020-06-04,639295,,,274
05,28930006,3,"ITALIAN-AMERICAN OIL CO., INC.",426984,"HARCROW, EVA",01866,1,5775,RED OAK (SUB-CLARKSVILLE),LEON,,2020-07-15,656724,,,120
7B,41780598,4,"SEQUOIA NATURAL GAS, INC.",767543,"MCCORD, MARY INEZ",03280,3A,80,SHACKELFORD COUNTY REGULAR,SHACKELFORD,,2020-10-29,705394,Enf,Rule 15,38
7B,41783100,4,"SEQUOIA NATURAL GAS, INC.",767543,"NEWELL, W. P., SEC. 2",10324,1,1574,SHACKELFORD COUNTY REGULAR,SHACKELFORD,,2019-04-17,464051,Enf,Rule 15,38
01,31101690,3,"DOWNING, PATRICK H.",227630,"HAGIST RANCH, INC.",02393,3,1180,SAN JOSE,MCMULLEN,,2016-11-07,156261,,,412
01,18700772,3,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,1,2395,DARST CREEK (BUDA),GUADALUPE,,2020-09-22,688554,,Rule 15,29
01,18702890,3,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,7,2395,DARST CREEK (BUDA),GUADALUPE,,2020-06-01,637086,,Rule 15,29
01,18730267,4,ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -B-",03129,5B,2480,DARST CREEK (BUDA),GUADALUPE,,2020-06-04,638784,,Rule 15,29
01,18730268,2,ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -B-",03129,6B,2480,DARST CREEK (BUDA),GUADALUPE,,2020-06-04,638784,,Rule 15,29
01,18700773,3,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,2,2395,DARST CREEK (BUDA),GUADALUPE,,2020-09-22,688554,,Rule 15,29
02,17533897,4,TEXAS GULF PRODUCTION CO. LLC,846255,"PETTUS, R. M. ET AL",237077,1,15500,HORDES CREEK (WILCOX CONS.),GOLIAD,,2021-01-25,735852,,Rule 15,30
06,06700728,4,"UNITED PETROLEUM & GAS, INC.",877497,"WILLIS, S. B.",016637,4,5830,RODESSA (HILL 5800),CASS,,2020-08-24,675641,,Rule 15,81
01,05531190,3,"EMBASSY WELL SERVICE, LLC",250943,"MOSIER, A. T.",05966,1,2620,SALT FLAT,CALDWELL,,2020-08-10,667823,,Rule 15,70
04,42704837,2H,"PLATINUM OIL & GAS, L.L.C.",667941,"GUERRA, H. P.",040984,3,3908,SAN ROMAN (JACKSON 7-K),STARR,,2020-12-01,715824,,,240
01,01300407,4,"PARKER, G.R. COMPANY, INC",640781,"SHAW, ROBERT",10822,2,1581,SOMERSET,ATASCOSA,,2021-03-04,750049,,,358
02,29702114,,MAROCO,526610,"ALLEN, B.",003848,3G,5754,RAMIRENA (Y- 5),LIVE OAK,17383,2020-06-29,649876,,,319
7B,42981020,4,"WHITE, JACK OPERATING",918443,"MARTIN, ROSA",266986,2,3900,STEPHENS COUNTY REGULAR,STEPHENS,,2019-06-20,487829,Enf,,47
7B,42900670,4,"WHITE, JACK OPERATING",918443,"MARTIN, ROSA",257137,1,4009,STEPHENS COUNTY REGULAR,STEPHENS,,2019-03-28,457011,Enf,,47
02,02532929,4,"SAXUM OIL & GAS, LLC",749687,"STAPLES, J. JR.",175984,1,4500,TULETA (4400),BEE,,2020-11-10,709602,Enf,Rule 15,52
02,02532980,3,"SAXUM OIL & GAS, LLC",749687,"STAPLES, J. JR.",194719,2,4510,TULETA (4400),BEE,,2020-11-10,709462,Enf,Rule 15,52
7B,35331620,4,"BOUNDARY VENTURES, INC.",083714,"HARRELL, BOB """"D""""",30498,2,6560,SUGGS (ELLENBURGER),NOLAN,,2020-06-24,649797,Enf,,46
03,20131892,2H,"PLAZA OIL & GAS, INC.",667995,"BISHOP, PATRICK",121833,1,9294,YORK PLAZA (COOK MOUNTAIN),HARRIS,200199,2020-11-30,715145,Enf,,321
09,00940770,3,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",00311,11,1446,ARCHER COUNTY REGULAR,ARCHER,237836,2020-08-24,676357,Enf,Rule 15,60
09,00981238,2,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",00311,6,4946,ARCHER COUNTY REGULAR,ARCHER,237836,2020-08-25,676358,Enf,Rule 15,60
09,00941075,3,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",00311,12,1454,ARCHER COUNTY REGULAR,ARCHER,237836,2020-08-24,676357,Enf,Rule 15,60
09,00987213,3,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",00311,3,1438,ARCHER COUNTY REGULAR,ARCHER,237836,2020-08-25,676358,Enf,Rule 15,60
09,00935769,3,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",00311,9,1426,ARCHER COUNTY REGULAR,ARCHER,237836,2020-08-25,676358,Enf,Rule 15,60
09,00981239,2,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",00311,7,4946,ARCHER COUNTY REGULAR,ARCHER,237836,2020-08-24,676297,Enf,Rule 15,60
09,00940810,3,"PACIFIC EXPLORATION OPER CO, LLC",632802,"DUPRIEST, W. R.",00311,10,1432,ARCHER COUNTY REGULAR,ARCHER,237836,2020-08-25,676358,Enf,Rule 15,60
7C,46110513,2,"TRIPP & SONS, LLC",870481,"LYONS, E. E., JR.",04779,1,2869,CASTLE GAP (SAN ANDRES),UPTON,239957,2020-08-13,670125,Enf,Rule 15,64
7C,46102394,3,"TRIPP & SONS, LLC",870481,"HUGHES, ED S.",131833,6,2260,MCCAMEY,UPTON,240059,2020-07-17,658244,Enf,Rule 15,64
